"","Plot","Quad","Q_Yellow","TAG","1stYear","Status0","X_10","Y_10","alt0","dia_x0","dia_y0","alt","dia_x","dia_y","Status","ObsNEXT","Obs0","size","size_next","repro","survival","id"
"184","2","D","B5","no tag",2023,"Jovem",2,1,5,5,5,NA,NA,NA,"Morreu",NA,NA,5,NA,0,0,184
"185","2","D","B5","no tag",2023,"Reprodutivo",7,5,10.9,5,5,NA,NA,NA,"Morreu",NA,NA,5,NA,1,0,185
"186","2","D","B5","no tag",2023,"Reprodutivo",5.5,5,9.3,5,5,NA,NA,NA,"Morreu",NA,NA,5,NA,1,0,186
"187","2","D","B5","no tag",2023,"Jovem",7,8,6.7,5,5,NA,NA,NA,"Morreu",NA,NA,5,NA,0,0,187
"188","2","D","B5","no tag",2023,"Reprodutivo",2,0.5,8.6,5.5,5.5,NA,NA,NA,"Morreu",NA,NA,5.5,NA,1,0,188
"189","2","D","B5","no tag",2023,"Reprodutivo",3,0.5,8.7,5.7,5.9,NA,NA,NA,"Morreu",NA,NA,5.8,NA,1,0,189
"190","2","D","B5","no tag",2023,"Reprodutivo",3.5,0.5,12.3,5.5,5.5,NA,NA,NA,"Morreu",NA,NA,5.5,NA,1,0,190
"191","2","D","B5","no tag",2023,"Reprodutivo",8,2,8.6,5.5,5.5,NA,NA,NA,"Morreu",NA,NA,5.5,NA,1,0,191
"192","2","D","B5","no tag",2023,"Reprodutivo",8.5,5,11.7,5,5,NA,NA,NA,"Morreu",NA,NA,5,NA,1,0,192
"193","2","D","C5","no tag",2023,"Reprodutivo",0.5,3,5,5,5,NA,NA,NA,"Morreu",NA,NA,5,NA,1,0,193
"194","2","D","C5","no tag",2023,"Reprodutivo",0.5,3,5,5,5,NA,NA,NA,"Morreu",NA,NA,5,NA,1,0,194
"195","2","D","D1","no tag",2023,"Jovem",6,2,19.4,5.9,6,NA,NA,NA,"Morreu",NA,NA,5.95,NA,0,0,195
"196","2","D","D1","no tag",2023,"Jovem",7,4,5,5,5,NA,NA,NA,"Morreu",NA,NA,5,NA,0,0,196
"197","2","D","D4","2044",2022,"Jovem",1,4.5,22.3,22.1,22.1,NA,NA,NA,"Morreu",NA,NA,22.1,NA,0,0,197
"198","2","D","E2","no tag",2023,"Jovem",5,5.5,5,5,5,NA,NA,NA,"Morreu",NA,NA,5,NA,0,0,198
"199","2","D","E2","no tag",2023,"Jovem",4,6.5,5,5,5,NA,NA,NA,"Morreu",NA,NA,5,NA,0,0,199
"200","2","D","E3","no tag",2022,"Reprodutivo",0.5,4,22.5,34.9,39.3,NA,NA,NA,"Morreu",NA,NA,37.1,NA,1,0,200
"201","2","D","E4","no tag",2023,"Jovem",2,8,8.4,5,5,NA,NA,NA,"Morreu",NA,NA,5,NA,0,0,201
"202","2","D","E4","no tag",2023,"Jovem",2,8,8.4,5,5,NA,NA,NA,"Morreu",NA,NA,5,NA,0,0,202
"203","2","D","E4","no tag",2023,"Jovem",2,8,8.4,5,5,NA,NA,NA,"Morreu",NA,NA,5,NA,0,0,203
"204","2","D","E4","no tag",2023,"Jovem",2,8,8.4,5,5,NA,NA,NA,"Morreu",NA,NA,5,NA,0,0,204
"205","2","A","A1","2876",2024,NA,6,8,NA,NA,NA,25,20,25,"Reprodutivo",NA,NA,NA,22.5,NA,1,205
"206","2","A","E1","No tag",2024,NA,2,5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,206
"207","2","A","E1","no tag",2024,NA,4,6,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,207
"208","2","A","E1","no tag",2024,NA,3,7.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,208
"209","2","A","E1","no tag",2024,NA,3,7.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,209
"210","2","A","E1","no tag",2024,NA,4,9,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,210
"211","2","A","B5","no tag",2024,NA,3,2,NA,NA,NA,5,5,5,"Reprodutivo",NA,NA,NA,5,NA,1,211
"212","2","A","A5","No tag",2024,NA,3,5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,212
"213","2","A","A4","No tag",2024,NA,3.5,0.5,NA,NA,NA,5,5,5,"Reprodutivo",NA,NA,NA,5,NA,1,213
"214","2","A","A3","no tag",2024,NA,3,1,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,214
"215","2","A","A3","no tag",2024,NA,2,6,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,215
"216","2","A","A2","no tag",2024,NA,2,5.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,216
"217","2","A","A2","no tag",2024,NA,2,5.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,217
"218","2","A","A2","no tag",2024,NA,2,5.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,218
"219","2","A","A2","no tag",2024,NA,4,7,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,219
"220","2","A","A2","no tag",2024,NA,3,8,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,220
"221","2","A","B1","no tag",2024,NA,2,3.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,221
"222","2","A","B1","no tag",2024,NA,3.5,7,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,222
"223","2","A","B2","no tag",2024,NA,5.5,1,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,223
"224","2","A","B2","no tag",2024,NA,8,3,NA,NA,NA,5,12,13,"Reprodutivo",NA,NA,NA,12.5,NA,1,224
"225","2","A","B2","no tag",2024,NA,6,3,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,225
"226","2","A","B2","no tag",2024,NA,6,5,NA,NA,NA,5,5,10,"Reprodutivo",NA,NA,NA,7.5,NA,1,226
"227","2","A","B2","no tag",2024,NA,3,7.5,NA,NA,NA,5,5,10,"Jovem",NA,NA,NA,7.5,NA,1,227
"228","2","A","C1","no tag",2024,NA,8.5,0.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,228
"229","2","A","C1","no tag",2024,NA,3,1,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,229
"230","2","A","C1","no tag",2024,NA,5,7.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,230
"231","2","A","C2","no tag",2024,NA,4.5,3.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,231
"232","2","A","C2","no tag",2024,NA,0.5,4,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,232
"233","2","A","C2","no tag",2024,NA,5,7.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,233
"234","2","A","C2","no tag",2024,NA,9,7.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,234
"235","2","A","C3","no tag",2024,NA,4,3,NA,NA,NA,5,5,5,"Reprodutivo",NA,NA,NA,5,NA,1,235
"236","2","A","C3","no tag",2024,NA,1,4.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,236
"237","2","A","C3","no tag",2024,NA,5,7,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,237
"238","2","A","C3","no tag",2024,NA,4.5,7,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,238
"239","2","A","C3","no tag",2024,NA,7,2,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,239
"240","2","A","C3","no tag",2024,NA,8,2,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,240
"241","2","A","C4","no tag",2024,NA,5.5,9,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,241
"242","2","A","D1","no tag",2024,NA,4,1,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,242
"243","2","A","D1","no tag",2024,NA,0.5,1,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,243
"244","2","A","D1","no tag",2024,NA,0.5,1,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,244
"245","2","A","D1","no tag",2024,NA,5,0,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,245
"246","2","A","D2","no tag",2024,NA,8,4,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,246
"247","2","A","D2","no tag",2024,NA,6,3.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,247
"248","2","A","D2","no tag",2024,NA,1.5,4,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,248
"249","2","B","A3","no tag",2024,NA,0.5,2.5,NA,NA,NA,13,5,5,"Jovem",NA,NA,NA,5,NA,1,249
"250","2","B","A3","no tag",2024,NA,7,8.5,NA,NA,NA,11,5,5,"Jovem",NA,NA,NA,5,NA,1,250
"251","2","B","A3","no tag",2024,NA,9.5,6,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,251
"252","2","B","A4","no tag",2024,NA,4,3,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,252
"253","2","B","A4","no tag",2024,NA,6,6.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,253
"254","2","B","A4","no tag",2024,NA,6,6.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,254
"255","2","B","A4","no tag",2024,NA,6,0.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,255
"256","2","B","B1","no tag",2024,NA,3,10,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,256
"257","2","B","B2","no tag",2024,NA,8.5,0,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,257
"258","2","B","B2","no tag",2024,NA,7.5,2.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,258
"259","2","B","B2","no tag",2024,NA,2,3,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,259
"260","2","B","B3","no tag",2024,NA,0,9.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,260
"261","2","B","B3","no tag",2024,NA,2,9.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,261
"262","2","B","B4","no tag",2024,NA,5.5,2.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,262
"263","2","B","C4","no tag",2024,NA,2.5,4.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,263
"264","2","B","C4","no tag",2024,NA,7,6.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,264
"265","2","B","D3","no tag",2024,NA,9,2,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,265
"266","2","B","D3","no tag",2024,NA,9,2,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,266
"267","2","B","D3","no tag",2024,NA,9,2,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,267
"268","2","B","E1","no tag",2024,NA,7,3,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,268
"269","2","B","E1","no tag",2024,NA,5,5.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,269
"270","2","B","E1","no tag",2024,NA,4,5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,270
"271","2","B","E2","no tag",2024,NA,1,2,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,271
"272","2","B","E2","no tag",2024,NA,2,10,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,272
"273","2","B","E4","no tag",2024,NA,5,4,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,273
"274","2","B","C2","no tag",2024,NA,9,8.5,NA,NA,NA,14,5,5,"Jovem",NA,NA,NA,5,NA,1,274
"275","2","B","C2","no tag",2024,NA,9,9.5,NA,NA,NA,20,5,5,"Jovem",NA,NA,NA,5,NA,1,275
"276","2","B","C2","no tag",2024,NA,8,9.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,276
"277","2","B","C2","no tag",2024,NA,9.5,7.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,277
"278","2","B","C2","no tag",2024,NA,9.5,7.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,278
"279","2","B","C2","no tag",2024,NA,9.5,7.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,279
"280","2","B","C2","no tag",2024,NA,9.5,7.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,280
"281","2","B","C2","no tag",2024,NA,9.5,7.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,281
"282","2","B","C2","no tag",2024,NA,9.5,7.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,282
"283","2","B","C2","no tag",2024,NA,9,0,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,283
"284","2","B","D2","no tag",2024,NA,0.5,5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,284
"285","2","B","D2","no tag",2024,NA,0.5,6.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,285
"286","2","C","B3","no tag",2024,NA,8.5,2.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,286
"287","2","C","B3","no tag",2024,NA,7.5,2.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,287
"288","2","C","B4","no tag",2024,NA,1,3,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,288
"289","2","C","C2","no tag",2024,NA,7,7,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,289
"290","2","C","C2","no tag",2024,NA,7,7,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,290
"291","2","C","C2","no tag",2024,NA,7,7,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,291
"292","2","C","C3","no tag",2024,NA,2.5,7,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,292
"293","2","C","C3","no tag",2024,NA,2.5,8,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,293
"294","2","C","C3","no tag",2024,NA,1.5,10,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,294
"295","2","C","C3","no tag",2024,NA,7,7.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,295
"296","2","C","C3","no tag",2024,NA,7,9.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,296
"297","2","C","C5","no tag",2024,NA,2,1.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,297
"298","2","C","C5","no tag",2024,NA,4,3.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,298
"299","2","C","D1","no tag",2024,NA,5.5,4,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,299
"300","2","C","D1","no tag",2024,NA,6.5,6.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,300
"301","2","C","D1","no tag",2024,NA,7,3,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,301
"302","2","C","D2","no tag",2024,NA,9.5,7,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,302
"303","2","C","D3","no tag",2024,NA,7,7,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,303
"304","2","C","D3","no tag",2024,NA,7,7,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,304
"305","2","C","D3","no tag",2024,NA,7,7,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,305
"306","2","C","D3","no tag",2024,NA,7,7,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,306
"307","2","C","D4","no tag",2024,NA,5.5,6.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,307
"308","2","C","D4","no tag",2024,NA,10,2.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,308
"309","2","C","D5","no tag",2024,NA,2.5,7.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,309
"310","2","C","D5","no tag",2024,NA,2.5,7.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,310
"311","2","C","D5","no tag",2024,NA,2.5,8,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,311
"312","2","C","E2","no tag",2024,NA,6,8,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,312
"313","2","C","E3","no tag",2024,NA,2,4,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,313
"314","2","C","E3","no tag",2024,NA,6.5,4.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,314
"315","2","C","E3","no tag",2024,NA,8,4.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,315
"316","2","C","E3","no tag",2024,NA,4,10,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,316
"317","2","C","E3","no tag",2024,NA,5,10,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,317
"318","2","C","E3","no tag",2024,NA,10,8,NA,NA,NA,15,5,5,"Jovem",NA,NA,NA,5,NA,1,318
"319","2","C","E4","no tag",2024,NA,7,3.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,319
"320","2","C","E5","no tag",2024,NA,1,2.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,320
"321","2","D","A2","no tag",2024,NA,0.5,5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,321
"322","2","D","A2","no tag",2024,NA,4.5,1,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,322
"323","2","D","A2","no tag",2024,NA,3.5,4.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,323
"324","2","D","A2","no tag",2024,NA,3.5,4.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,324
"325","2","D","A2","no tag",2024,NA,3,1,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,325
"326","2","D","A3","no tag",2024,NA,1,9.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,326
"327","2","D","A4","no tag",2024,NA,0.5,5.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,327
"328","2","D","A4","no tag",2024,NA,1,6.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,328
"329","2","D","A5","no tag",2024,NA,4.5,4,NA,NA,NA,17,5,5,"Jovem",NA,NA,NA,5,NA,1,329
"330","2","D","A5","2980",2024,NA,4.5,8,NA,NA,NA,20,21,23,"Reprodutivo","Indivíduo grande, possivelmente de anos anteriores que não foi detectado.",NA,NA,22,NA,1,330
"331","2","D","B2","no tag",2024,NA,4,4.5,NA,NA,NA,14,5,5,"Jovem","Status não registrado. Provavelmente jovem",NA,NA,5,NA,1,331
"332","2","D","B2","no tag",2024,NA,6.5,9,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,332
"333","2","D","B2","no tag",2024,NA,6.5,9,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,333
"334","2","D","B3","no tag",2024,NA,1,3,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,334
"335","2","D","B4","no tag",2024,NA,5.5,4.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,335
"336","2","D","B5","no tag",2024,NA,7,1,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,336
"337","2","D","B5","no tag",2024,NA,7,1,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,337
"338","2","D","B5","no tag",2024,NA,7,1,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,338
"339","2","D","B5","no tag",2024,NA,7,1,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,339
"340","2","D","C5","no tag",2024,NA,3,2.5,NA,NA,NA,9,5,5,"Reprodutivo",NA,NA,NA,5,NA,1,340
"341","2","D","C5","no tag",2024,NA,2.5,4.5,NA,NA,NA,5,5,5,"Reprodutivo",NA,NA,NA,5,NA,1,341
"342","2","D","C5","no tag",2024,NA,5,5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,342
"343","2","D","C2","no tag",2024,NA,0.5,8,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,343
"344","2","D","D1","no tag",2024,NA,4.5,7,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,344
"345","2","D","D3","no tag",2024,NA,2,7.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,345
"346","2","D","E3","no tag",2024,NA,5.5,5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,346
"347","2","D","E4","no tag",2024,NA,7.5,5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,347
"348","3","A","A1","no tag",2023,"Jovem",5,5,9.1,5.2,5,19,5,5,"Morreu",NA,NA,5.1,5,0,0,348
"349","3","A","B4","no tag",2023,"Jovem",9,9.5,6.4,6.8,9.2,11,6,8,"Jovem",NA,NA,8,7,0,1,349
"350","3","A","D1","no tag",2022,"Jovem",1.5,6,25.4,20.7,16.8,23,10,9,"Morreu",NA,"adulto no tag, ano passado",18.75,9.5,0,0,350
"351","3","B","A5","2055",2022,"Jovem",6,9,18.9,22.1,15.7,25,14,30,"Jovem",NA,NA,18.9,22,0,1,351
"352","3","B","A5","no tag",2023,"Jovem",3,5,6,5,5,NA,NA,NA,"Morreu",NA,NA,5,NA,0,0,352
"353","3","B","B1","no tag",2023,"Jovem",2,5.5,5,5,5,NA,NA,NA,"Morreu",NA,NA,5,NA,0,0,353
"354","3","B","D5","no tag",2023,"Reprodutivo",1,5,21,11.5,17.7,NA,NA,NA,"Morreu",NA,NA,14.6,NA,1,0,354
"355","3","B","E3","no tag",2023,"Jovem",1.5,3.5,13.4,7.6,6.8,NA,NA,NA,"Morreu",NA,NA,7.2,NA,0,0,355
"356","3","B","E3","no tag",2023,"Jovem",2,4,10.3,8.7,6.9,NA,NA,NA,"Morreu",NA,NA,7.8,NA,0,0,356
"357","3","B","E4","2049",2022,"Reprodutivo",7,1.5,34.2,98.1,85.9,30,69,91,"Morreu",NA,NA,92,80,1,0,357
"358","3","C","E1","no tag",2023,"Jovem",7,8,5,5,5,5,5,5,"Morreu",NA,NA,5,5,0,0,358
"359","3","D","A3","no tag",2023,"Reprodutivo",1.5,3.5,6.8,5,5,5,5,5,"Jovem",NA,NA,5,5,1,1,359
"360","3","D","B1","2056",2022,"Jovem",9,1,25.3,29.4,42.6,46,23,44,"Reprodutivo","Com botão",NA,36,33.5,0,1,360
"361","3","D","B3","no tag",2023,"Reprodutivo",2,5,9.8,5,5,NA,NA,NA,"Morreu",NA,NA,5,NA,1,0,361
"362","3","D","D3","2057",2022,"Reprodutivo",4.5,2,34.6,28.4,37.4,35,20,12,"Morreu",NA,NA,32.9,16,1,0,362
"363","3","D","D4","no tag",2023,"Reprodutivo",7.5,5,12.7,5,5,NA,NA,NA,"Morreu",NA,NA,5,NA,1,0,363
"364","3","D","D4","no tag",2023,"Reprodutivo",8,5,22.1,6.6,5.5,NA,NA,NA,"Morreu",NA,NA,6.05,NA,1,0,364
"365","3","D","D4","no tag",2023,"Reprodutivo",8.5,5.5,13.4,5,5,NA,NA,NA,"Morreu",NA,NA,5,NA,1,0,365
"366","3","D","D4","no tag",2023,"Reprodutivo",10,8,20.2,6.2,5.7,12,5,5,NA,NA,NA,5.95,5,1,0,366
"367","3","D","E4","2059",2022,"viva",2,6,40.5,42.9,37.1,21,24,26,"Morreu",NA,NA,40,25,0,0,367
"368","3","D","E5","2060",2022,"viva",5,5,32.8,77.8,115.7,NA,NA,NA,"Morreu","Retirou a tag",NA,96.75,NA,0,0,368
"369","3","A","A5","no tag",2024,NA,4.5,7.5,NA,NA,NA,15,5,5,"Jovem",NA,NA,NA,5,NA,1,369
"370","3","A","B4","no tag",2024,NA,6,6,NA,NA,NA,7,5,5,"Jovem",NA,NA,NA,5,NA,1,370
"371","3","A","C4","no tag",2024,NA,3.5,0.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,371
"372","3","A","C5","no tag",2024,NA,2.5,2.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,372
"373","3","C","A2","no tag",2024,NA,5.5,9.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,373
"374","3","D","B1","no tag",2024,NA,7.7,4,NA,NA,NA,15,5,5,"Jovem",NA,NA,NA,5,NA,1,374
"375","3","D","B5","no tag",2024,NA,10,5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,375
"376","3","D","C1","no tag",2024,NA,8,5.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,376
"377","3","D","C4","no tag",2024,NA,7.5,5.5,NA,NA,NA,15,5,5,"Jovem",NA,NA,NA,5,NA,1,377
"378","3","D","C4","no tag",2024,NA,2,5,NA,NA,NA,23,5,5,"Jovem",NA,NA,NA,5,NA,1,378
"379","3","D","C5","no tag",2024,NA,2,7,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,379
"380","3","D","D2","no tag",2024,NA,5,10,NA,NA,NA,17,5,5,"Jovem",NA,NA,NA,5,NA,1,380
"381","3","D","D4","no tag",2024,NA,8,5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,381
"382","3","D","D4","no tag",2024,NA,8,5.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,382
"383","3","D","D4","no tag",2024,NA,10,5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,383
"384","3","D","E5","no tag",2024,NA,2.5,5,NA,NA,NA,7,5,5,"Jovem",NA,NA,NA,5,NA,1,384
"385","3","D","E5","no tag",2024,NA,5,5.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,385
"386","3","D","E5","no tag",2024,NA,5,5.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,386
"387","3","D","E5","no tag",2024,NA,5,4.5,NA,NA,NA,5,5,5,"Jovem",NA,NA,NA,5,NA,1,387
"388","4","A","E2","2098",2022,"Jovem",10,1.5,25.9,44.7,52.5,NA,NA,NA,"Morreu","Tiramos tag?",NA,48.6,NA,0,0,388
"389","4","B","A2","2076",2022,"Reprodutivo",7.5,8.5,22.4,19.9,23.1,NA,NA,NA,NA,"Tirou tag?",NA,21.5,NA,1,0,389
"390","4","B","A2","no tag",2023,"Jovem",7,9.5,5,5,5,NA,NA,NA,"Morreu",NA,NA,5,NA,0,0,390
"391","4","B","A2","no tag",2023,"Jovem",7,9.5,5,5,5,NA,NA,NA,"Morreu",NA,NA,5,NA,0,0,391
"392","4","B","A4","2071",2022,"Reprodutivo",8,0.5,22.9,18.1,28.7,NA,NA,NA,"Morreu","Tirou tag",NA,23.4,NA,1,0,392
