Plot;Quad;X_quad;Y_quad;Q_Yellow;X_yellow;Y_yellow;TAG ;Col_data;Status;X_10;Y_10;X_q;Y_q;X;Y;alt;dia_x;dia_y;alt24;dia_x24;dia_y24;Status24
7;A;;;B2;;;no tag;2024;new;6.5;7;6.5;7;6.5;7;;;;5;5;5;Jovem
7;A;;;C2;;;no tag;2024;new;7.5;3.5;7.5;3.5;7.5;3.5;;;;5;5;5;Jovem
7;A;;;D3;;;no tag;2024;new;7;8;7;8;7;8;;;;5;5;5;Jovem
7;A;;;E3;;;no tag;2024;new;2;5;2;5;2;5;;;;5;5;5;Jovem
7;A;;;E5;;;no tag;2024;new;7;3;7;3;7;3;;;;22;16;5;Jovem
7;B;;;A1;;;no tag;2024;new;2;4;2;4;2;4;;;;5;5;5;Jovem
7;B;;;A1;;;no tag;2024;new;6;8;6;8;6;8;;;;5;5;5;Jovem
7;B;;;A2;;;no tag;2024;new;9;9;9;9;9;9;;;;5;5;5;Jovem
7;B;;;A4;;;no tag;2024;new;2;9;2;9;2;9;;;;5;5;5;Jovem
7;C;;;A1;;;no tag;2024;new;7.5;7;7.5;7;7.5;7;;;;5;5;5;Jovem
7;C;;;A1;;;no tag;2024;new;0;9;0;9;0;9;;;;5;5;5;Jovem
7;C;;;B3;;;no tag;2024;new;8;8;8;8;8;8;;;;5;5;5;Jovem
7;C;;;E4;;;no tag;2024;new;7;9;7;9;7;9;;;;5;5;5;Jovem
7;C;;;E5;;;no tag;2024;new;5.5;1;5.5;1;5.5;1;;;;5;5;5;Jovem
7;D;;;A3;;;no tag;2024;new;2;6;2;6;2;6;;;;5;5;5;Jovem
7;D;;;A5;;;no tag;2024;new;5;4;5;4;5;4;;;;5;5;5;Jovem
7;D;;;B3;;;no tag;2024;new;4.5;7.5;4.5;7.5;4.5;7.5;;;;22;5;5;Reprodutivo
7;D;;;C1;;;no tag;2024;new;7.5;3;7.5;3;7.5;3;;;;5;5;5;Jovem
7;D;;;C5;;;no tag;2024;new;8;10;8;10;8;10;;;;5;5;5;Jovem
7;D;;;D1;;;no tag;2024;new;4.5;0;4.5;0;4.5;0;;;;5;5;5;Jovem
7;D;;;E5;;;no tag;2024;new;2;5.5;2;5.5;2;5.5;;;;5;5;5;Jovem
8;A;;;C4;;;no tag;2024;new;2.5;2.5;2.5;2.5;2.5;2.5;;;;5;5;5;Jovem
8;B;;;A2;;;no tag;2024;new;7.5;5;7.5;5;7.5;5;;;;5;5;5;Jovem
8;B;;;A5;;;no tag;2024;new;6.5;10;6.5;10;6.5;10;;;;5;5;5;Jovem
8;B;;;B5;;;no tag;2024;new;1;10;1;10;1;10;;;;5;5;5;Jovem
8;B;;;B5;;;no tag;2024;new;6;6;6;6;6;6;;;;5;5;5;Jovem
8;B;;;B5;;;no tag;2024;new;7;7;7;7;7;7;;;;5;5;5;Jovem
8;B;;;B5;;;no tag;2024;new;8;7;8;7;8;7;;;;5;5;5;Jovem
8;B;;;B5;;;no tag;2024;new;10;3.5;10;3.5;10;3.5;;;;5;5;5;Jovem
8;B;;;B5;;;no tag;2024;new;10;3.5;10;3.5;10;3.5;;;;5;5;5;Jovem
8;B;;;C1;;;no tag;2024;new;7;9;7;9;7;9;;;;5;5;5;Jovem
8;B;;;D5;;;no tag;2024;new;5.5;8;5.5;8;5.5;8;;;;5;5;5;Jovem
8;C;;;D4;;;no tag;2024;new;3.5;9.5;3.5;9.5;3.5;9.5;;;;5;5;5;Jovem
8;C;;;E2;;;no tag;2024;new;8;2;8;2;8;2;;;;5;5;5;Jovem
8;D;;;A1;;;no tag;2024;new;0.5;6;0.5;6;0.5;6;;;;5;5;5;Jovem
8;D;;;A3;;;no tag;2024;new;4;4;4;4;4;4;;;;5;5;5;Jovem
9;A;;;B2;;;No tag;2024;new;10;0;10;0;10;0;;;;5;5;5;Jovem
9;A;;;B5;;;No tag;2024;new;1;5.5;1;5.5;1;5.5;;;;5;5;5;Jovem
9;A;;;C1;;;No tag;2024;new;3.5;4.5;3.5;4.5;3.5;4.5;;;;5;5;5;Jovem
9;A;;;D1;;;No tag;2024;new;8;4.5;8;4.5;8;4.5;;;;5;5;5;Jovem
9;A;;;D3;;;No tag;2024;new;5;1;5;1;5;1;;;;5;5;5;Jovem
9;A;;;D4;;;No tag;2024;new;4.5;5;4.5;5;4.5;5;;;;5;5;5;Jovem
9;A;;;E2;;;No tag;2024;new;4.5;5.5;4.5;5.5;4.5;5.5;;;;5;5;5;Jovem
9;A;;;E3;;;No tag;2024;new;9.5;8.5;9.5;8.5;9.5;8.5;;;;23;15;13;Jovem
9;B;;;A3;;;No tag;2024;new;5;4.5;5;4.5;5;4.5;;;;5;5;5;Jovem
9;B;;;B2;;;No tag;2024;new;3;1.5;3;1.5;3;1.5;;;;5;5;5;Jovem
9;B;;;B2;;;No tag;2024;new;3;1.5;3;1.5;3;1.5;;;;5;5;5;Jovem
9;B;;;B2;;;No tag;2024;new;5;4;5;4;5;4;;;;5;5;5;Jovem
9;B;;;B2;;;No tag;2024;new;4;7.5;4;7.5;4;7.5;;;;5;5;5;Jovem
9;B;;;C3;;;No tag;2024;new;5;0.5;5;0.5;5;0.5;;;;5;5;5;Jovem
9;B;;;C3;;;No tag;2024;new;2.5;2;2.5;2;2.5;2;;;;5;5;5;Jovem
9;B;;;C3;;;No tag;2024;new;9;4.5;9;4.5;9;4.5;;;;5;5;5;Jovem
9;B;;;C2;;;No tag;2024;new;9;4;9;4;9;4;;;;5;5;5;Jovem
9;B;;;C5;;;No tag;2024;new;4;4.5;4;4.5;4;4.5;;;;25;15;10;Reprodutivo
9;B;;;D2;;;No tag;2024;new;4;1;4;1;4;1;;;;5;5;5;Jovem
9;B;;;D2;;;No tag;2024;new;6;1;6;1;6;1;;;;5;5;5;Jovem
9;B;;;D2;;;No tag;2024;new;3;7.5;3;7.5;3;7.5;;;;5;5;5;Jovem
9;B;;;D2;;;No tag;2024;new;0.5;9;0.5;9;0.5;9;;;;5;5;5;Jovem
9;B;;;D2;;;No tag;2024;new;1;9;1;9;1;9;;;;5;5;5;Jovem
9;B;;;D2;;;No tag;2024;new;8.5;7.5;8.5;7.5;8.5;7.5;;;;5;5;5;Jovem
9;B;;;D3;;;No tag;2024;new;4;3.5;4;3.5;4;3.5;;;;5;5;5;Jovem
9;B;;;D3;;;No tag;2024;new;4;5;4;5;4;5;;;;5;5;5;Jovem
9;B;;;D3;;;No tag;2024;new;4;6;4;6;4;6;;;;5;5;5;Jovem
9;B;;;D3;;;No tag;2024;new;9;7;9;7;9;7;;;;5;5;5;Jovem
9;B;;;D3;;;No tag;2024;new;7.5;0;7.5;0;7.5;0;;;;5;5;5;Jovem
9;B;;;D3;;;No tag;2024;new;9;8;9;8;9;8;;;;5;5;5;Jovem
9;B;;;E5;;;No tag;2024;new;0.5;9;0.5;9;0.5;9;;;;5;5;5;Jovem
9;C;;;A1;;;No tag;2024;new;7.5;5;7.5;5;7.5;5;;;;5;5;5;Jovem
9;C;;;A1;;;No tag;2024;new;7.5;5;7.5;5;7.5;5;;;;5;5;5;Jovem
9;C;;;A1;;;No tag;2024;new;7.5;5;7.5;5;7.5;5;;;;5;5;5;Jovem
9;C;;;A1;;;No tag;2024;new;7;9;7;9;7;9;;;;5;5;5;Jovem
9;C;;;E2;;;No tag;2024;new;3;10;3;10;3;10;;;;5;5;5;Jovem
9;C;;;E2;;;No tag;2024;new;7;6.5;7;6.5;7;6.5;;;;5;5;5;Jovem
9;C;;;E2;;;No tag;2024;new;8;6;8;6;8;6;;;;5;5;5;Jovem
9;D;;;A1;;;No tag;2024;new;6;5;6;5;6;5;;;;5;5;5;Jovem
9;D;;;A4;;;No tag;2024;new;3;3.5;3;3.5;3;3.5;;;;5;5;5;Jovem
9;D;;;A4;;;No tag;2024;new;1;9.5;1;9.5;1;9.5;;;;5;5;5;Jovem
9;D;;;A5;;;No tag;2024;new;6.5;5;6.5;5;6.5;5;;;;5;5;5;Jovem
9;D;;;B1;;;No tag;2024;new;8;0;8;0;8;0;;;;5;5;5;Jovem
9;D;;;B3;;;No tag;2024;new;5.5;6;5.5;6;5.5;6;;;;23;10;11;Jovem
9;D;;;B4;;;No tag;2024;new;0.5;0.5;0.5;0.5;0.5;0.5;;;;5;5;5;Jovem
9;D;;;C1;;;No tag;2024;new;4.5;3;4.5;3;4.5;3;;;;5;5;5;Jovem
9;D;;;C5;;;No tag;2024;new;3;2.5;3;2.5;3;2.5;;;;5;5;5;Jovem
9;D;;;D2;;;No tag;2024;new;6;4;6;4;6;4;;;;5;5;5;Jovem
10;A;;;B5;;;No tag;2024;new;4;5;4;5;4;5;;;;5;5;5;Jovem
10;A;;;E1;;;No tag;2024;new;2;4.5;2;4.5;2;4.5;;;;5;5;5;Jovem
10;B;;;B4;;;No tag;2024;new;9.5;1;9.5;1;9.5;1;;;;5;5;5;Jovem
10;C;;;D2;;;No tag;2024;new;7;5.5;7;5.5;7;5.5;;;;16;5;5;Jovem
10;C;;;D3;;;No tag;2024;new;3;1.5;3;1.5;3;1.5;;;;5;5;5;Jovem
10;C;;;D3;;;No tag;2024;new;6;3;6;3;6;3;;;;5;5;5;Jovem
10;D;;;B5;;;2887;2024;new;4.5;7.5;4.5;7.5;4.5;7.5;;;;17;5;5;Jovem
10;D;;;D5;;;no tag;2024;new;2.5;3;2.5;3;2.5;3;;;;18;11;16;Jovem
