Plot;Quad;X_quad;Y_quad;Q_Yellow;X_yellow;Y_yellow;TAG ;Col_data;status;X_10;Y_10;X_q;Y_q;X;Y;alt;dia_x;dia_y;diam;
10;D;50;50;D5;0;30;2236;2022;reprodutivo_23;5.5;10.5;5.5;40.5;55.5;90.5;38.1;50.7;47.5;7561.905;
10;D;50;50;D5;0;30;2235;2022;immaturo_23 ;6;10;6;40;56;90;30.2;24.2;26.9;2044.0772;
6;A;0;0;D4;10;10;no tag;2023;immaturo_23 ;5.5;8;15.5;18;15.5;18;5;5;5;78.5;
6;A;0;0;E4;0;10;no tag;2023;immaturo_23 ;10;4;10;14;10;14;8.7;5;5;78.5;
6;B;50;0;D3;20;10;no tag;2023;immaturo_23 ;1;6.5;21;16.5;71;16.5;6.1;5;5;78.5;
6;D;50;50;C2;30;20;no tag;2023;reprodutivo_23;4;4;34;24;84;74;14.3;5;5;78.5;
6;D;50;50;C2;30;20;no tag;2023;reprodutivo_23;4;4;34;24;84;74;14.3;5;5;78.5;
6;D;50;50;C3;20;20;no tag;2023;immaturo_23 ;7.5;7;27.5;27;77.5;77;6.8;5;5;78.5;
6;D;50;50;C3;20;20;no tag;2023;immaturo_23 ;9.5;7.5;29.5;27.5;79.5;77.5;9;5;5;78.5;
6;D;50;50;D4;10;30;no tag;2023;immaturo_23 ;5;4;15;34;65;84;6.7;6.5;10.5;214.305;
6;D;50;50;E4;10;40;no tag;2023;immaturo_23 ;3;3.5;13;43.5;63;93.5;7.7;5;5;78.5;
6;D;50;50;E5;0;40;no tag;2023;immaturo_23 ;7;0;7;40;57;90;4.4;5;5;78.5;
6;D;50;50;E5;0;40;no tag;2023;immaturo_23 ;7;2;7;42;57;92;5.5;5;5;78.5;
6;D;50;50;E5;0;40;no tag;2023;immaturo_23 ;8.5;2;8.5;42;58.5;92;10.9;5;5;78.5;
6;D;50;50;E5;0;40;no tag;2023;immaturo_23 ;9;9.5;9;49.5;59;99.5;16.9;6.8;9.1;194.3032;
7;A;0;0;A3;40;20;no tag;2023;immaturo_23 ;9;7;49;27;49;27;13.8;5;6.1;95.77;
7;A;0;0;C1;20;40;no tag;2023;immaturo_23 ;2.5;8;22.5;48;22.5;48;12.2;5;5;78.5;
7;A;0;0;D4;10;10;no tag;2023;immaturo_23 ;8;9;18;19;18;19;18.8;5;5;78.5;
7;A;0;0;E2;0;30;no tag;2023;immaturo_23 ;6;7.5;6;37.5;6;37.5;14.3;5;5;78.5;
7;C;0;50;C2;30;10;no tag;2023;immaturo_23 ;1.5;6.5;31.5;16.5;31.5;66.5;11.5;5;5;78.5;
7;D;50;50;E4;40;30;no tag;2023;immaturo_23 ;4;2;44;32;94;82;7.8;5;5;78.5;
7;D;50;50;E4;40;30;no tag;2023;immaturo_23 ;2.5;6;42.5;36;92.5;86;6.1;5;5;78.5;
7;D;50;50;E4;40;30;no tag;2023;immaturo_23 ;7.5;6.5;47.5;36.5;97.5;86.5;5.9;5;5;78.5;
8;A;0;0;D2;10;30;no tag;2023;immaturo_23 ;9.5;6;19.5;36;19.5;36;11.3;5;5;78.5;
8;B;50;0;B3;30;20;no tag;2023;immaturo_23 ;6;2;36;22;86;22;6.7;5;5;78.5;
9;A;0;0;C4;20;10;no tag;2023;immaturo_23 ;1;7;21;17;21;17;4.4;5;5;78.5;
9;B;50;0;D2;30;10;no tag;2023;immaturo_23 ;8.5;0;38.5;10;88.5;10;13.1;5;5;78.5;
9;B;50;0;D2;30;10;no tag;2023;immaturo_23 ;4;6;34;16;84;16;9;5;5;78.5;
9;B;50;0;D3;30;10;no tag;2023;immaturo_23 ;6;2.5;36;12.5;86;12.5;14.8;5;5;78.5;
9;B;50;0;A4;30;40;no tag;2023;immaturo_23 ;8;3;38;43;88;43;6.9;5;5;78.5;
9;D;50;50;B1;40;10;no tag;2023;immaturo_23 ;9;1;49;11;99;61;16.9;7.7;7.5;181.335;
9;D;50;50;B2;30;10;no tag;2023;immaturo_23 ;1.5;3.5;31.5;13.5;81.5;63.5;8.6;5;5;78.5;
9;D;50;50;E3;20;40;no tag;2023;immaturo_23 ;7;6;27;46;77;96;4.4;5;5;78.5;
9;D;50;50;E3;20;40;no tag;2023;immaturo_23 ;7;6;27;46;77;96;4.4;5;5;78.5;
1;B;50;0;A5;40;40;No tag;2024;new;4;4.5;44;44.5;94;44.5;5;5;5;78.5;Jovem
1;B;50;0;A5;40;40;no tag;2024;new;4;5.5;44;45.5;94;45.5;5;5;5;78.5;Jovem
1;B;50;0;A5;40;40;no tag;2024;new;4.5;6;44.5;46;94.5;46;5;5;5;78.5;Jovem
1;D;50;50;D5;40;10;no tag;2024;new;8;6;48;16;98;66;17;5;5;78.5;Jovem
2;A;0;0;A1;40;40;2876;2024;new;6;8;46;48;46;48;25;20;25;1570;Reprodutivo
2;A;0;0;E1;0;40;No tag;2024;new;2;5;2;45;2;45;5;5;5;78.5;Jovem
2;A;0;0;E1;0;40;no tag;2024;new;4;6;4;46;4;46;5;5;5;78.5;Jovem
2;A;0;0;E1;0;40;no tag;2024;new;3;7.5;3;47.5;3;47.5;5;5;5;78.5;Jovem
2;A;0;0;E1;0;40;no tag;2024;new;3;7.5;3;47.5;3;47.5;5;5;5;78.5;Jovem
2;A;0;0;E1;0;40;no tag;2024;new;4;9;4;49;4;49;5;5;5;78.5;Jovem
2;A;0;0;B5;30;0;no tag;2024;new;3;2;33;2;33;2;5;5;5;78.5;Reprodutivo
2;A;0;0;A5;40;0;No tag;2024;new;3;5;43;5;43;5;5;5;5;78.5;Jovem
2;A;0;0;A4;40;10;No tag;2024;new;3.5;0.5;43.5;10.5;43.5;10.5;5;5;5;78.5;Reprodutivo
2;A;0;0;A3;40;20;no tag;2024;new;3;1;43;21;43;21;5;5;5;78.5;Jovem
2;A;0;0;A3;40;20;no tag;2024;new;2;6;42;26;42;26;5;5;5;78.5;Jovem
2;A;0;0;A2;40;30;no tag;2024;new;2;5.5;42;35.5;42;35.5;5;5;5;78.5;Jovem
2;A;0;0;A2;40;30;no tag;2024;new;2;5.5;42;35.5;42;35.5;5;5;5;78.5;Jovem
2;A;0;0;A2;40;30;no tag;2024;new;2;5.5;42;35.5;42;35.5;5;5;5;78.5;Jovem
2;A;0;0;A2;40;30;no tag;2024;new;4;7;44;37;44;37;5;5;5;78.5;Jovem
2;A;0;0;A2;40;30;no tag;2024;new;3;8;43;38;43;38;5;5;5;78.5;Jovem
2;A;0;0;B1;30;40;no tag;2024;new;2;3.5;32;43.5;32;43.5;5;5;5;78.5;Jovem
2;A;0;0;B1;30;40;no tag;2024;new;3.5;7;33.5;47;33.5;47;5;5;5;78.5;Jovem
2;A;0;0;B2;30;30;no tag;2024;new;5.5;1;35.5;31;35.5;31;5;5;5;78.5;Jovem
2;A;0;0;B2;30;30;no tag;2024;new;8;3;38;33;38;33;5;12;13;489.84;Reprodutivo
2;A;0;0;B2;30;30;no tag;2024;new;6;3;36;33;36;33;5;5;5;78.5;Jovem
2;A;0;0;B2;30;30;no tag;2024;new;6;5;36;35;36;35;5;5;10;157;Reprodutivo
2;A;0;0;B2;30;30;no tag;2024;new;3;7.5;33;37.5;33;37.5;5;5;10;157;Jovem
2;A;0;0;C1;20;40;no tag;2024;new;8.5;0.5;28.5;40.5;28.5;40.5;5;5;5;78.5;Jovem
2;A;0;0;C1;20;40;no tag;2024;new;3;1;23;41;23;41;5;5;5;78.5;Jovem
2;A;0;0;C1;20;40;no tag;2024;new;5;7.5;25;47.5;25;47.5;5;5;5;78.5;Jovem
2;A;0;0;C2;20;30;no tag;2024;new;4.5;3.5;24.5;33.5;24.5;33.5;5;5;5;78.5;Jovem
2;A;0;0;C2;20;30;no tag;2024;new;0.5;4;20.5;34;20.5;34;5;5;5;78.5;Jovem
2;A;0;0;C2;20;30;no tag;2024;new;5;7.5;25;37.5;25;37.5;5;5;5;78.5;Jovem
2;A;0;0;C2;20;30;no tag;2024;new;9;7.5;29;37.5;29;37.5;5;5;5;78.5;Jovem
2;A;0;0;C3;20;20;no tag;2024;new;4;3;24;23;24;23;5;5;5;78.5;Reprodutivo
2;A;0;0;C3;20;20;no tag;2024;new;1;4.5;21;24.5;21;24.5;5;5;5;78.5;Jovem
2;A;0;0;C3;20;20;no tag;2024;new;5;7;25;27;25;27;5;5;5;78.5;Jovem
2;A;0;0;C3;20;20;no tag;2024;new;4.5;7;24.5;27;24.5;27;5;5;5;78.5;Jovem
2;A;0;0;C3;20;20;no tag;2024;new;7;2;27;22;27;22;5;5;5;78.5;Jovem
2;A;0;0;C3;20;20;no tag;2024;new;8;2;28;22;28;22;5;5;5;78.5;Jovem
2;A;0;0;C4;20;10;no tag;2024;new;5.5;9;25.5;19;25.5;19;5;5;5;78.5;Jovem
2;A;0;0;D1;10;40;no tag;2024;new;4;1;14;41;14;41;5;5;5;78.5;Jovem
2;A;0;0;D1;10;40;no tag;2024;new;0.5;1;10.5;41;10.5;41;5;5;5;78.5;Jovem
2;A;0;0;D1;10;40;no tag;2024;new;0.5;1;10.5;41;10.5;41;5;5;5;78.5;Jovem
2;A;0;0;D1;10;40;no tag;2024;new;5;0;15;40;15;40;5;5;5;78.5;Jovem
2;A;0;0;D2;10;30;no tag;2024;new;8;4;18;34;18;34;5;5;5;78.5;Jovem
2;A;0;0;D2;10;30;no tag;2024;new;6;3.5;16;33.5;16;33.5;5;5;5;78.5;Jovem
2;A;0;0;D2;10;30;no tag;2024;new;1.5;4;11.5;34;11.5;34;5;5;5;78.5;Jovem
2;B;50;0;A3;20;40;no tag;2024;new;0.5;2.5;20.5;42.5;70.5;42.5;13;5;5;78.5;Jovem
2;B;50;0;A3;20;40;no tag;2024;new;7;8.5;27;48.5;77;48.5;11;5;5;78.5;Jovem
2;B;50;0;A3;20;40;no tag;2024;new;9.5;6;29.5;46;79.5;46;5;5;5;78.5;Jovem
2;B;50;0;A4;30;40;no tag;2024;new;4;3;34;43;84;43;5;5;5;78.5;Jovem
2;B;50;0;A4;30;40;no tag;2024;new;6;6.5;36;46.5;86;46.5;5;5;5;78.5;Jovem
2;B;50;0;A4;30;40;no tag;2024;new;6;6.5;36;46.5;86;46.5;5;5;5;78.5;Jovem
2;B;50;0;A4;30;40;no tag;2024;new;6;0.5;36;40.5;86;40.5;5;5;5;78.5;Jovem
2;B;50;0;B1;0;30;no tag;2024;new;3;10;3;40;53;40;5;5;5;78.5;Jovem
2;B;50;0;B2;10;30;no tag;2024;new;8.5;0;18.5;30;68.5;30;5;5;5;78.5;Jovem
2;B;50;0;B2;10;30;no tag;2024;new;7.5;2.5;17.5;32.5;67.5;32.5;5;5;5;78.5;Jovem
2;B;50;0;B2;10;30;no tag;2024;new;2;3;12;33;62;33;5;5;5;78.5;Jovem
2;B;50;0;B3;20;30;no tag;2024;new;0;9.5;20;39.5;70;39.5;5;5;5;78.5;Jovem
2;B;50;0;B3;20;30;no tag;2024;new;2;9.5;22;39.5;72;39.5;5;5;5;78.5;Jovem
2;B;50;0;B4;30;30;no tag;2024;new;5.5;2.5;35.5;32.5;85.5;32.5;5;5;5;78.5;Jovem
2;B;50;0;C4;30;20;no tag;2024;new;2.5;4.5;32.5;24.5;82.5;24.5;5;5;5;78.5;Jovem
2;B;50;0;C4;30;20;no tag;2024;new;7;6.5;37;26.5;87;26.5;5;5;5;78.5;Jovem
2;B;50;0;D3;20;10;no tag;2024;new;9;2;29;12;79;12;5;5;5;78.5;Jovem
2;B;50;0;D3;20;10;no tag;2024;new;9;2;29;12;79;12;5;5;5;78.5;Jovem
2;B;50;0;D3;20;10;no tag;2024;new;9;2;29;12;79;12;5;5;5;78.5;Jovem
2;B;50;0;E1;0;0;no tag;2024;new;7;3;7;3;57;3;5;5;5;78.5;Jovem
2;B;50;0;E1;0;0;no tag;2024;new;5;5.5;5;5.5;55;5.5;5;5;5;78.5;Jovem
2;B;50;0;E1;0;0;no tag;2024;new;4;5;4;5;54;5;5;5;5;78.5;Jovem
2;B;50;0;E2;10;0;no tag;2024;new;1;2;11;2;61;2;5;5;5;78.5;Jovem
2;B;50;0;E2;10;0;no tag;2024;new;2;10;12;10;62;10;5;5;5;78.5;Jovem
2;B;50;0;E4;30;10;no tag;2024;new;5;4;35;14;85;14;5;5;5;78.5;Jovem
2;B;50;0;C2;10;20;no tag;2024;new;9;8.5;19;28.5;69;28.5;14;5;5;78.5;Jovem
2;B;50;0;C2;10;20;no tag;2024;new;9;9.5;19;29.5;69;29.5;20;5;5;78.5;Jovem
2;B;50;0;C2;10;20;no tag;2024;new;8;9.5;18;29.5;68;29.5;5;5;5;78.5;Jovem
2;B;50;0;C2;10;20;no tag;2024;new;9.5;7.5;19.5;27.5;69.5;27.5;5;5;5;78.5;Jovem
2;B;50;0;C2;10;20;no tag;2024;new;9.5;7.5;19.5;27.5;69.5;27.5;5;5;5;78.5;Jovem
2;B;50;0;C2;10;20;no tag;2024;new;9.5;7.5;19.5;27.5;69.5;27.5;5;5;5;78.5;Jovem
2;B;50;0;C2;10;20;no tag;2024;new;9.5;7.5;19.5;27.5;69.5;27.5;5;5;5;78.5;Jovem
2;B;50;0;C2;10;20;no tag;2024;new;9.5;7.5;19.5;27.5;69.5;27.5;5;5;5;78.5;Jovem
2;B;50;0;C2;10;20;no tag;2024;new;9.5;7.5;19.5;27.5;69.5;27.5;5;5;5;78.5;Jovem
2;B;50;0;C2;10;20;no tag;2024;new;9;0;19;20;69;20;5;5;5;78.5;Jovem
2;B;50;0;D2;10;10;no tag;2024;new;0.5;5;10.5;15;60.5;15;5;5;5;78.5;Jovem
2;B;50;0;D2;10;10;no tag;2024;new;0.5;6.5;10.5;16.5;60.5;16.5;5;5;5;78.5;Jovem
2;C;0;50;B3;10;20;no tag;2024;new;8.5;2.5;18.5;22.5;18.5;72.5;5;5;5;78.5;Jovem
2;C;0;50;B3;10;20;no tag;2024;new;7.5;2.5;17.5;22.5;17.5;72.5;5;5;5;78.5;Jovem
2;C;0;50;B4;10;30;no tag;2024;new;1;3;11;33;11;83;5;5;5;78.5;Jovem
2;C;0;50;C2;20;10;no tag;2024;new;7;7;27;17;27;67;5;5;5;78.5;Jovem
2;C;0;50;C2;20;10;no tag;2024;new;7;7;27;17;27;67;5;5;5;78.5;Jovem
2;C;0;50;C2;20;10;no tag;2024;new;7;7;27;17;27;67;5;5;5;78.5;Jovem
2;C;0;50;C3;20;20;no tag;2024;new;2.5;7;22.5;27;22.5;77;5;5;5;78.5;Jovem
2;C;0;50;C3;20;20;no tag;2024;new;2.5;8;22.5;28;22.5;78;5;5;5;78.5;Jovem
2;C;0;50;C3;20;20;no tag;2024;new;1.5;10;21.5;30;21.5;80;5;5;5;78.5;Jovem
2;C;0;50;C3;20;20;no tag;2024;new;7;7.5;27;27.5;27;77.5;5;5;5;78.5;Jovem
2;C;0;50;C3;20;20;no tag;2024;new;7;9.5;27;29.5;27;79.5;5;5;5;78.5;Jovem
2;C;0;50;C5;20;40;no tag;2024;new;2;1.5;22;41.5;22;91.5;5;5;5;78.5;Jovem
2;C;0;50;C5;20;40;no tag;2024;new;4;3.5;24;43.5;24;93.5;5;5;5;78.5;Jovem
2;C;0;50;D1;30;0;no tag;2024;new;5.5;4;35.5;4;35.5;54;5;5;5;78.5;Jovem
2;C;0;50;D1;30;0;no tag;2024;new;6.5;6.5;36.5;6.5;36.5;56.5;5;5;5;78.5;Jovem
2;C;0;50;D1;30;0;no tag;2024;new;7;3;37;3;37;53;5;5;5;78.5;Jovem
2;C;0;50;D2;30;10;no tag;2024;new;9.5;7;39.5;17;39.5;67;5;5;5;78.5;Jovem
2;C;0;50;D3;30;20;no tag;2024;new;7;7;37;27;37;77;5;5;5;78.5;Jovem
2;C;0;50;D3;30;20;no tag;2024;new;7;7;37;27;37;77;5;5;5;78.5;Jovem
2;C;0;50;D3;30;20;no tag;2024;new;7;7;37;27;37;77;5;5;5;78.5;Jovem
2;C;0;50;D3;30;20;no tag;2024;new;7;7;37;27;37;77;5;5;5;78.5;Jovem
2;C;0;50;D4;30;30;no tag;2024;new;5.5;6.5;35.5;36.5;35.5;86.5;5;5;5;78.5;Jovem
2;C;0;50;D4;30;30;no tag;2024;new;10;2.5;40;32.5;40;82.5;5;5;5;78.5;Jovem
2;C;0;50;D5;30;40;no tag;2024;new;2.5;7.5;32.5;47.5;32.5;97.5;5;5;5;78.5;Jovem
2;C;0;50;D5;30;40;no tag;2024;new;2.5;7.5;32.5;47.5;32.5;97.5;5;5;5;78.5;Jovem
2;C;0;50;D5;30;40;no tag;2024;new;2.5;8;32.5;48;32.5;98;5;5;5;78.5;Jovem
2;C;0;50;E2;40;10;no tag;2024;new;6;8;46;18;46;68;5;5;5;78.5;Jovem
2;C;0;50;E3;40;20;no tag;2024;new;2;4;42;24;42;74;5;5;5;78.5;Jovem
2;C;0;50;E3;40;20;no tag;2024;new;6.5;4.5;46.5;24.5;46.5;74.5;5;5;5;78.5;Jovem
2;C;0;50;E3;40;20;no tag;2024;new;8;4.5;48;24.5;48;74.5;5;5;5;78.5;Jovem
2;C;0;50;E3;40;20;no tag;2024;new;4;10;44;30;44;80;5;5;5;78.5;Jovem
2;C;0;50;E3;40;20;no tag;2024;new;5;10;45;30;45;80;5;5;5;78.5;Jovem
2;C;0;50;E3;40;20;no tag;2024;new;10;8;50;28;50;78;15;5;5;78.5;Jovem
2;C;0;50;E4;40;30;no tag;2024;new;7;3.5;47;33.5;47;83.5;5;5;5;78.5;Jovem
2;C;0;50;E5;40;40;no tag;2024;new;1;2.5;41;42.5;41;92.5;5;5;5;78.5;Jovem
2;D;50;50;A2;30;0;no tag;2024;new;0.5;5;30.5;5;80.5;55;5;5;5;78.5;Jovem
2;D;50;50;A2;30;0;no tag;2024;new;4.5;1;34.5;1;84.5;51;5;5;5;78.5;Jovem
2;D;50;50;A2;30;0;no tag;2024;new;3.5;4.5;33.5;4.5;83.5;54.5;5;5;5;78.5;Jovem
2;D;50;50;A2;30;0;no tag;2024;new;3.5;4.5;33.5;4.5;83.5;54.5;5;5;5;78.5;Jovem
2;D;50;50;A2;30;0;no tag;2024;new;3;1;33;1;83;51;5;5;5;78.5;Jovem
2;D;50;50;A3;20;0;no tag;2024;new;1;9.5;21;9.5;71;59.5;5;5;5;78.5;Jovem
2;D;50;50;A4;10;0;no tag;2024;new;0.5;5.5;10.5;5.5;60.5;55.5;5;5;5;78.5;Jovem
2;D;50;50;A4;10;0;no tag;2024;new;1;6.5;11;6.5;61;56.5;5;5;5;78.5;Jovem
2;D;50;50;A5;0;0;no tag;2024;new;4.5;4;4.5;4;54.5;54;17;5;5;78.5;Jovem
2;D;50;50;A5;0;0;2980;2024;new;4.5;8;4.5;8;54.5;58;20;21;23;1516.62;Reprodutivo
2;D;50;50;B2;30;10;no tag;2024;new;4;4.5;34;14.5;84;64.5;14;5;5;78.5;Jovem
2;D;50;50;B2;30;10;no tag;2024;new;6.5;9;36.5;19;86.5;69;5;5;5;78.5;Jovem
2;D;50;50;B2;30;10;no tag;2024;new;6.5;9;36.5;19;86.5;69;5;5;5;78.5;Jovem
2;D;50;50;B3;20;10;no tag;2024;new;1;3;21;13;71;63;5;5;5;78.5;Jovem
2;D;50;50;B4;10;10;no tag;2024;new;5.5;4.5;15.5;14.5;65.5;64.5;5;5;5;78.5;Jovem
2;D;50;50;B5;0;10;no tag;2024;new;7;1;7;11;57;61;5;5;5;78.5;Jovem
2;D;50;50;B5;0;10;no tag;2024;new;7;1;7;11;57;61;5;5;5;78.5;Jovem
2;D;50;50;B5;0;10;no tag;2024;new;7;1;7;11;57;61;5;5;5;78.5;Jovem
2;D;50;50;B5;0;10;no tag;2024;new;7;1;7;11;57;61;5;5;5;78.5;Jovem
2;D;50;50;C5;0;20;no tag;2024;new;3;2.5;3;22.5;53;72.5;9;5;5;78.5;Reprodutivo
2;D;50;50;C5;0;20;no tag;2024;new;2.5;4.5;2.5;24.5;52.5;74.5;5;5;5;78.5;Reprodutivo
2;D;50;50;C5;0;20;no tag;2024;new;5;5;5;25;55;75;5;5;5;78.5;Jovem
2;D;50;50;C2;30;20;no tag;2024;new;0.5;8;30.5;28;80.5;78;5;5;5;78.5;Jovem
2;D;50;50;D1;40;30;no tag;2024;new;4.5;7;44.5;37;94.5;87;5;5;5;78.5;Jovem
2;D;50;50;D3;20;30;no tag;2024;new;2;7.5;22;37.5;72;87.5;5;5;5;78.5;Jovem
2;D;50;50;E3;20;40;no tag;2024;new;5.5;5;25.5;45;75.5;95;5;5;5;78.5;Jovem
2;D;50;50;E4;10;40;no tag;2024;new;7.5;5;17.5;45;67.5;95;5;5;5;78.5;Jovem
3;A;;;A5;40;0;no tag;2024;new;4.5;7.5;44.5;7.5;44.5;7.5;15;5;5;78.5;Jovem
3;A;;;B4;30;10;no tag;2024;new;6;6;36;16;36;16;7;5;5;78.5;Jovem
3;A;;;C4;20;10;no tag;2024;new;3.5;0.5;23.5;10.5;23.5;10.5;5;5;5;78.5;Jovem
3;A;;;C5;20;0;no tag;2024;new;2.5;2.5;22.5;2.5;22.5;2.5;5;5;5;78.5;Jovem
3;C;;;A2;0;10;no tag;2024;new;5.5;9.5;5.5;19.5;5.5;19.5;5;5;5;78.5;Jovem
3;D;;;B1;40;10;no tag;2024;new;7.7;4;47.7;14;47.7;14;15;5;5;78.5;Jovem
3;D;;;B5;0;10;no tag;2024;new;10;5;10;15;10;15;5;5;5;78.5;Jovem
3;D;;;C1;40;20;no tag;2024;new;8;5.5;48;25.5;48;25.5;5;5;5;78.5;Jovem
3;D;;;C4;10;20;no tag;2024;new;7.5;5.5;17.5;25.5;17.5;25.5;15;5;5;78.5;Jovem
3;D;;;C4;10;20;no tag;2024;new;2;5;12;25;12;25;23;5;5;78.5;Jovem
3;D;;;C5;0;20;no tag;2024;new;2;7;2;27;2;27;5;5;5;78.5;Jovem
3;D;;;D2;30;30;no tag;2024;new;5;10;35;40;35;40;17;5;5;78.5;Jovem
3;D;;;D4;10;30;no tag;2024;new;8;5;18;35;18;35;5;5;5;78.5;Jovem
3;D;;;D4;10;30;no tag;2024;new;8;5.5;18;35.5;18;35.5;5;5;5;78.5;Jovem
3;D;;;D4;10;30;no tag;2024;new;10;5;20;35;20;35;5;5;5;78.5;Jovem
3;D;;;E5;0;40;no tag;2024;new;2.5;5;2.5;45;2.5;45;7;5;5;78.5;Jovem
3;D;;;E5;0;40;no tag;2024;new;5;5.5;5;45.5;5;45.5;5;5;5;78.5;Jovem
3;D;;;E5;0;40;no tag;2024;new;5;5.5;5;45.5;5;45.5;5;5;5;78.5;Jovem
3;D;;;E5;0;40;no tag;2024;new;5;4.5;5;44.5;5;44.5;5;5;5;78.5;Jovem
4;A;0;0;B1;30;40;No tag;2024;new;9;2;39;42;39;42;5;5;5;78.5;Jovem
4;A;0;0;C1;20;40;No tag;2024;new;1;1;21;41;21;41;5;5;5;78.5;Jovem
4;A;0;0;C1;20;40;No tag;2024;new;9;6;29;46;29;46;10;12;13;489.84;Jovem
4;B;50;0;A2;10;40;No tag;2024;new;2.5;7;12.5;47;62.5;47;5;5;5;78.5;Jovem
4;B;50;0;D4;30;10;No tag;2024;new;0.5;2.5;30.5;12.5;80.5;12.5;5;5;5;78.5;Jovem
4;C;0;50;A2;0;10;No tag;2024;new;0;0.5;0;10.5;0;60.5;5;5;5;78.5;Jovem
4;C;0;50;A4;0;30;No tag;2024;new;4;6;4;36;4;86;5;5;5;78.5;Jovem
4;C;0;50;A4;0;30;No tag;2024;new;4.5;6;4.5;36;4.5;86;5;5;5;78.5;Jovem
4;C;0;50;A4;0;30;No tag;2024;new;8;3.5;8;33.5;8;83.5;5;5;5;78.5;Jovem
4;C;0;50;A5;0;40;No tag;2024;new;4;3;4;43;4;93;5;5;5;78.5;Jovem
4;C;0;50;A3;0;20;No tag;2024;new;3;2.5;3;22.5;3;72.5;5;5;5;78.5;Jovem
4;C;0;50;A4;0;30;No tag;2024;new;3;5.5;3;35.5;3;85.5;5;5;5;78.5;Jovem
4;C;0;50;B5;10;40;No tag;2024;new;3;7;13;47;13;97;5;5;5;78.5;Jovem
4;C;0;50;D1;30;0;No tag;2024;new;7.5;10;37.5;10;37.5;60;5;5;5;78.5;Jovem
4;C;0;50;E1;40;0;No tag;2024;new;2;3.5;42;3.5;42;53.5;5;5;5;78.5;Jovem
5;A;0;0;B5;30;0;no tag;2024;new;3;7;33;7;33;7;5;5;5;78.5;Jovem
5;A;0;0;C2;20;30;no tag;2024;new;5;2.5;25;32.5;25;32.5;5;5;5;78.5;Jovem
5;A;0;0;D2;10;30;no tag;2024;new;6;6;16;36;16;36;5;5;5;78.5;Jovem
5;A;0;0;D2;10;30;no tag;2024;new;8;8.5;18;38.5;18;38.5;5;5;5;78.5;Jovem
5;A;0;0;E3;0;20;no tag;2024;new;3;9;3;29;3;29;5;5;5;78.5;Jovem
5;A;0;0;E3;0;20;no tag;2024;new;6;9;6;29;6;29;15;10;12;376.8;Jovem
5;A;0;0;E4;0;10;no tag;2024;new;9;1.5;9;11.5;9;11.5;13;14;12;527.52;Reprodutiva
5;A;0;0;E5;0;0;no tag;2024;new;9;4.5;9;4.5;9;4.5;5;5;5;78.5;Jovem
5;B;50;0;D3;20;10;no tag;2024;new;7;8.5;27;18.5;77;18.5;5;5;5;78.5;Jovem
5;B;50;0;D5;40;10;no tag;2024;new;4;7;44;17;94;17;5;5;5;78.5;Jovem
5;B;50;0;D5;40;10;no tag;2024;new;4;7.5;44;17.5;94;17.5;5;5;5;78.5;Jovem
5;B;50;0;E1;0;0;no tag;2024;new;0;0;0;0;50;0;5;5;5;78.5;Jovem
5;B;50;0;E5;40;0;no tag;2024;new;5;0.5;45;0.5;95;0.5;5;5;5;78.5;Jovem
5;B;50;0;A2;0;10;no tag;2024;new;0;7;0;17;50;17;5;5;5;78.5;Jovem
5;B;50;0;A4;0;30;no tag;2024;new;10;6;10;36;60;36;5;5;5;78.5;Jovem
5;B;50;0;B5;40;30;no tag;2024;new;4;9;44;39;94;39;5;5;5;78.5;Jovem
5;B;50;0;B4;30;30;no tag;2024;new;1.5;6;31.5;36;81.5;36;5;5;5;78.5;Jovem
5;B;50;0;B4;30;30;no tag;2024;new;1.5;6;31.5;36;81.5;36;5;5;5;78.5;Jovem
5;B;50;0;B4;30;30;no tag;2024;new;1.5;9;31.5;39;81.5;39;5;5;5;78.5;Jovem
5;B;50;0;B3;30;20;no tag;2024;new;5;2;35;22;85;22;5;5;5;78.5;Jovem
5;B;50;0;B2;20;30;no tag;2024;new;1;0;21;30;71;30;5;5;5;78.5;Jovem
5;B;50;0;B2;20;30;no tag;2024;new;1;0.5;21;30.5;71;30.5;5;5;5;78.5;Jovem
5;B;50;0;B2;20;30;no tag;2024;new;2;2;22;32;72;32;5;5;5;78.5;Jovem
5;B;50;0;C1;0;20;no tag;2024;new;8;5;8;25;58;25;5;5;5;78.5;Jovem
5;B;50;0;C2;10;20;no tag;2024;new;7;3.5;17;23.5;67;23.5;5;5;5;78.5;Jovem
5;B;50;0;C2;10;20;no tag;2024;new;4;9.5;14;29.5;64;29.5;5;5;5;78.5;Jovem
5;B;50;0;C2;10;20;no tag;2024;new;4;9;14;29;64;29;5;5;5;78.5;Jovem
5;B;50;0;D2;10;10;no tag;2024;new;5.5;7;15.5;17;65.5;17;5;5;5;78.5;Jovem
5;B;50;0;D3;20;10;no tag;2024;new;5.5;1.5;25.5;11.5;75.5;11.5;5;5;5;78.5;Jovem
5;B;50;0;D3;20;10;no tag;2024;new;6.5;0.5;26.5;10.5;76.5;10.5;5;5;5;78.5;Jovem
5;C;0;50;A1;0;0;no tag;2024;new;5;0;5;0;5;50;5;5;5;78.5;Jovem
5;C;0;50;A1;0;0;no tag;2024;new;0;6;0;6;0;56;5;5;5;78.5;Jovem
