0.4750,0.1250,0,0,0,0,0,0,0.031,0.791,1.151
0.0140,0.7240,0,0,0,0,0,0,0,0,0
0,0.0930,0.896,0,0,0,0,0,0,0,0
0,0,0.044,0.919,0,0,0,0,0,0,0
0,0,0,0.022,0.918,0,0,0,0,0,0
0,0,0,0,0.039,0.902,0,0,0,0,0
0,0,0,0,0,0.055,0.889,0,0,0,0
0,0,0,0,0,0,0.068,0.894,0,0,0
0,0,0,0,0,0,0,0.063,0.9,0,0
0,0,0,0,0,0,0,0,0.057,0.921,0
0,0,0,0,0,0,0,0,0,0.036,0.957
