0.2841,0,0,0,4.865,4.621,5.280,7.290,11.629,27.380
0.06825,0.48278,0,0,0,0,0,0,0,0
0,0.07807,0.8518,0,0,0,0,0,0,0
0,0,0.04672,0.87547,0,0,0,0,0,0
0,0,0,0.0637,0.89206,0,0,0,0,0
0,0,0,0,0.0731,0.90105,0,0,0,0
0,0,0,0,0,0.07958,0.90502,0,0,0
0,0,0,0,0,0,0.0844,0.9061,0,0
0,0,0,0,0,0,0,0.08817,0.90566,0
0,0,0,0,0,0,0,0,0.09126,0.99835
